,A,B,C
775,775,1.56053445957,1550
776,776,0.686489201391,1552
777,777,-0.819353283289,1554
778,778,-3.07595108572,1556
779,779,-1.43907297159,1558
780,780,0.185682058778,1560
781,781,0.584972818809,1562
782,782,2.25455793146,1564
783,783,-0.72842600273,1566
784,784,0.978073774837,1568
785,785,-1.54236161817,1570
786,786,1.8289184995,1572
787,787,0.334657694903,1574
788,788,-1.50696102246,1576
789,789,0.790548020083,1578
790,790,-0.790945864392,1580
791,791,1.77244246517,1582
792,792,2.62756155049,1584
793,793,-2.3221395447,1586
794,794,-0.475421479866,1588
795,795,0.667940692215,1590
796,796,-0.574278949455,1592
797,797,0.888435100942,1594
798,798,0.159520284309,1596
799,799,0.332464740254,1598
800,800,0.81123822416,1600
801,801,0.564628281925,1602
802,802,-0.893881177147,1604
803,803,0.128405159712,1606
804,804,0.218588801391,1608
805,805,-1.07818001005,1610
806,806,-1.1239726234,1612
807,807,-0.639125366099,1614
808,808,-0.123047172764,1616
809,809,0.0730232884507,1618
810,810,0.692579691247,1620
811,811,0.419957447515,1622
812,812,0.0740718719516,1624
813,813,-1.4916275787,1626
814,814,1.69254748291,1628
815,815,-2.51774190981,1630
816,816,0.241782542645,1632
817,817,-0.299159924733,1634
818,818,1.71527229284,1636
819,819,0.164118353674,1638
820,820,2.00205402769,1640
821,821,0.335954101764,1642
822,822,-0.431227347029,1644
823,823,-0.165484010701,1646
824,824,0.760531248624,1648
825,825,-1.37480195087,1650
826,826,0.805688678344,1652
827,827,-0.860289800786,1654
828,828,-0.505611538316,1656
829,829,-0.332415264763,1658
830,830,-0.300758850287,1660
831,831,-0.957612901656,1662
832,832,0.674050996489,1664
833,833,0.0305894412839,1666
834,834,-0.131114057045,1668
835,835,0.415792556659,1670
836,836,1.31335470389,1672
837,837,1.81226279052,1674
838,838,-0.99916902721,1676
839,839,0.0345202943344,1678
840,840,1.75628082779,1680
841,841,0.993541859018,1682
842,842,-2.88679008259,1684
843,843,-0.0616489711247,1686
844,844,-0.620235226669,1688
845,845,-2.68345900055,1690
846,846,-1.20786042391,1692
847,847,-0.961868692379,1694
848,848,0.229848948971,1696
849,849,0.713043342041,1698
850,850,1.0912088508,1700
851,851,-1.15933227029,1702
852,852,-0.292738650717,1704
853,853,-1.3725885868,1706
854,854,0.879247332264,1708
855,855,0.774284835096,1710
856,856,-0.0225551757532,1712
857,857,0.191260155518,1714
858,858,-0.649416863906,1716
859,859,-0.206350274695,1718
860,860,1.21758469983,1720
861,861,0.132694682246,1722
862,862,-0.0117359983287,1724
863,863,-1.19395576223,1726
864,864,-0.484474448232,1728
865,865,0.172927056708,1730
866,866,0.936366171802,1732
867,867,-0.354871866252,1734
868,868,-1.44048506081,1736
869,869,0.378942698878,1738
870,870,0.900954686355,1740
871,871,-0.623167378095,1742
872,872,-1.20592040169,1744
873,873,0.714848623616,1746
874,874,1.84788302014,1748
875,875,0.912115844836,1750
876,876,0.816168061811,1752
877,877,0.744763393366,1754
878,878,0.285038394728,1756
879,879,1.95889561709,1758
880,880,0.952483425278,1760
881,881,1.39599569052,1762
882,882,-0.584805644958,1764
883,883,-0.0182530300759,1766
884,884,0.900701655147,1768
885,885,-0.967350022971,1770
886,886,-1.64806292081,1772
887,887,0.554025052126,1774
888,888,-3.38947391752,1776
889,889,0.378165020735,1778
890,890,-0.100157636044,1780
891,891,-1.20326680004,1782
892,892,-0.582342068834,1784
893,893,0.321002036581,1786
894,894,0.619835229264,1788
895,895,-0.15638106124,1790
896,896,-0.291096134073,1792
897,897,0.601142482487,1794
898,898,1.19682284142,1796
899,899,1.07919364996,1798
900,900,2.56836283322,1800
901,901,0.361564235945,1802
902,902,0.319313289968,1804
903,903,1.12968588017,1806
904,904,-0.107938137413,1808
905,905,-1.44420110015,1810
906,906,-0.784217595592,1812
907,907,0.622939473978,1814
908,908,-0.305472946001,1816
909,909,-0.94883597959,1818
910,910,-0.269275447619,1820
911,911,1.8385189754,1822
912,912,1.39279665988,1824
913,913,0.536294733148,1826
914,914,-0.723331352695,1828
915,915,-0.943914213442,1830
916,916,0.47168364432,1832
917,917,0.317221976765,1834
918,918,1.33740362725,1836
919,919,0.360265756961,1838
920,920,0.166502120861,1840
921,921,0.680533383021,1842
922,922,-0.585918949723,1844
923,923,0.76793640163,1846
924,924,-1.44943675408,1848
925,925,-0.00186367764825,1850
926,926,0.653844923828,1852
927,927,0.149855708526,1854
928,928,-0.474130119044,1856
929,929,-0.32592845406,1858
930,930,0.998993377497,1860
931,931,-0.616491155091,1862
932,932,1.87865381418,1864
933,933,-0.319576292572,1866
934,934,0.741937871868,1868
935,935,0.356764328336,1870
936,936,-0.227286647899,1872
937,937,0.193495119957,1874
938,938,0.549381006162,1876
939,939,0.826403238081,1878
940,940,-0.446973500525,1880
941,941,-0.321556517254,1882
942,942,1.03436054747,1884
943,943,0.666738233561,1886
944,944,-1.15434703387,1888
945,945,-0.999328558629,1890
946,946,1.63001270785,1892
947,947,-1.16772292661,1894
948,948,1.78307984547,1896
949,949,0.499107310095,1898
950,950,-0.930627800511,1900
951,951,0.787239035903,1902
952,952,1.1077315448,1904
953,953,1.05212753047,1906
954,954,0.526886466413,1908
955,955,-0.0134018709968,1910
956,956,-0.0408108803467,1912
957,957,-1.38129818676,1914
958,958,-1.0928590989,1916
959,959,-0.455255001061,1918
960,960,-0.530263467878,1920
961,961,0.0707888194065,1922
962,962,-0.236542714432,1924
963,963,0.474253892639,1926
964,964,0.778010748118,1928
965,965,-0.321114818304,1930
966,966,0.316887199457,1932
967,967,0.0372091279112,1934
968,968,-0.905631666762,1936
969,969,-0.996410559687,1938
970,970,1.55026233051,1940
971,971,2.05343596147,1942
972,972,-0.197078100591,1944
973,973,1.27009335747,1946
974,974,0.881580423213,1948
975,975,-0.991560359076,1950
976,976,0.147737362035,1952
977,977,-0.935967053892,1954
978,978,-0.28366873304,1956
979,979,-1.15086619049,1958
980,980,-0.0840772217045,1960
981,981,1.12342250475,1962
982,982,1.95705309003,1964
983,983,-0.837022231521,1966
984,984,1.14957716828,1968
985,985,1.302865034,1970
986,986,0.392323046474,1972
987,987,0.011166590705,1974
988,988,-2.1002788641,1976
989,989,-0.489288646506,1978
990,990,0.0106851792806,1980
991,991,0.320980705284,1982
992,992,0.383222743328,1984
993,993,-0.38996915087,1986
994,994,-0.157296923809,1988
995,995,-1.52607084896,1990
996,996,-0.167866045547,1992
